2025-08-18 19:14:56.865 | INFO     | 94694 | MainThread | backend.api:lifespan:28 | 初始化系统资源
2025-08-18 19:22:56.020 | INFO     | 5568 | MainThread | core.ai_diagnosis.diagnosis:__init__:147 | Base URL: https://api-inference.modelscope.cn/v1
2025-08-18 19:22:56.020 | INFO     | 5568 | MainThread | core.ai_diagnosis.diagnosis:__init__:148 | API Key: ms-d3532402-86de-4e6d-b60d-158e0851895d
2025-08-18 19:22:56.020 | INFO     | 5568 | MainThread | core.ai_diagnosis.diagnosis:__init__:148 | API Key: ms-d3532402-86de-4e6d-b60d-158e0851895d
2025-08-18 19:23:14.449 | INFO     | 6121 | MainThread | backend.api:lifespan:33 | 初始化系统资源
2025-08-18 19:23:14.449 | INFO     | 6121 | MainThread | backend.api:lifespan:33 | 初始化系统资源
2025-08-18 19:24:48.629 | INFO     | 6121 | MainThread | backend.routers.diagnosis:create_diagnosis:22 | 开始处理诊断请求: 四天前猫在家出现流涎，第二天开始有抽搐的情况。一天一到两次抽搐，精神很好食欲正常，大小便都正常
2025-08-18 19:24:48.629 | INFO     | 6121 | MainThread | backend.routers.diagnosis:create_diagnosis:22 | 开始处理诊断请求: 四天前猫在家出现流涎，第二天开始有抽搐的情况。一天一到两次抽搐，精神很好食欲正常，大小便都正常
2025-08-18 19:24:48.633 | INFO     | 6121 | MainThread | core.ai_diagnosis.diagnosis:__init__:146 | Model Name: ZhipuAI/GLM-4.5
2025-08-18 19:24:48.633 | INFO     | 6121 | MainThread | core.ai_diagnosis.diagnosis:__init__:146 | Model Name: ZhipuAI/GLM-4.5
2025-08-18 19:24:48.633 | INFO     | 6121 | MainThread | core.ai_diagnosis.diagnosis:__init__:147 | Base URL: https://api-inference.modelscope.cn/v1
2025-08-18 19:24:48.633 | INFO     | 6121 | MainThread | core.ai_diagnosis.diagnosis:__init__:147 | Base URL: https://api-inference.modelscope.cn/v1
2025-08-18 19:24:48.633 | INFO     | 6121 | MainThread | core.ai_diagnosis.diagnosis:__init__:148 | API Key: ms-d3532402-86de-4e6d-b60d-158e0851895d
2025-08-18 19:24:48.633 | INFO     | 6121 | MainThread | core.ai_diagnosis.diagnosis:__init__:148 | API Key: ms-d3532402-86de-4e6d-b60d-158e0851895d
2025-08-18 19:25:05.461 | INFO     | 8501 | MainThread | backend.api:lifespan:33 | 初始化系统资源
2025-08-18 19:25:05.461 | INFO     | 8501 | MainThread | backend.api:lifespan:33 | 初始化系统资源
2025-08-18 19:25:09.027 | INFO     | 8501 | MainThread | backend.routers.diagnosis:create_diagnosis:22 | 开始处理诊断请求: 四天前猫在家出现流涎，第二天开始有抽搐的情况。一天一到两次抽搐，精神很好食欲正常，大小便都正常
2025-08-18 19:25:09.027 | INFO     | 8501 | MainThread | backend.routers.diagnosis:create_diagnosis:22 | 开始处理诊断请求: 四天前猫在家出现流涎，第二天开始有抽搐的情况。一天一到两次抽搐，精神很好食欲正常，大小便都正常
2025-08-18 19:25:09.030 | INFO     | 8501 | MainThread | core.ai_diagnosis.diagnosis:__init__:146 | Model Name: ZhipuAI/GLM-4.5
2025-08-18 19:25:09.030 | INFO     | 8501 | MainThread | core.ai_diagnosis.diagnosis:__init__:146 | Model Name: ZhipuAI/GLM-4.5
2025-08-18 19:25:09.030 | INFO     | 8501 | MainThread | core.ai_diagnosis.diagnosis:__init__:147 | Base URL: https://api-inference.modelscope.cn/v1
2025-08-18 19:25:09.030 | INFO     | 8501 | MainThread | core.ai_diagnosis.diagnosis:__init__:147 | Base URL: https://api-inference.modelscope.cn/v1
2025-08-18 19:25:09.030 | INFO     | 8501 | MainThread | core.ai_diagnosis.diagnosis:__init__:148 | API Key: ms-d3532402-86de-4e6d-b60d-158e0851895d
2025-08-18 19:25:09.030 | INFO     | 8501 | MainThread | core.ai_diagnosis.diagnosis:__init__:148 | API Key: ms-d3532402-86de-4e6d-b60d-158e0851895d
2025-08-18 19:25:35.696 | INFO     | 9157 | MainThread | backend.api:lifespan:33 | 初始化系统资源
2025-08-18 19:25:35.696 | INFO     | 9157 | MainThread | backend.api:lifespan:33 | 初始化系统资源
2025-08-18 19:31:27.169 | INFO     | 9157 | MainThread | backend.routers.diagnosis:create_diagnosis:22 | 开始处理诊断请求: 猫本身比较肥胖，最近突然消瘦，胃口转差，继而开始出现黄疸。精神正常，胃口不好，排便少，尿液黄
2025-08-18 19:31:27.169 | INFO     | 9157 | MainThread | backend.routers.diagnosis:create_diagnosis:22 | 开始处理诊断请求: 猫本身比较肥胖，最近突然消瘦，胃口转差，继而开始出现黄疸。精神正常，胃口不好，排便少，尿液黄
2025-08-18 19:31:27.172 | INFO     | 9157 | MainThread | core.ai_diagnosis.diagnosis:__init__:146 | Model Name: ZhipuAI/GLM-4.5
2025-08-18 19:31:27.172 | INFO     | 9157 | MainThread | core.ai_diagnosis.diagnosis:__init__:146 | Model Name: ZhipuAI/GLM-4.5
2025-08-18 19:31:27.172 | INFO     | 9157 | MainThread | core.ai_diagnosis.diagnosis:__init__:147 | Base URL: https://api-inference.modelscope.cn/v1
2025-08-18 19:31:27.172 | INFO     | 9157 | MainThread | core.ai_diagnosis.diagnosis:__init__:147 | Base URL: https://api-inference.modelscope.cn/v1
2025-08-18 19:31:27.172 | INFO     | 9157 | MainThread | core.ai_diagnosis.diagnosis:__init__:148 | API Key: ms-d3532402-86de-4e6d-b60d-158e0851895d
2025-08-18 19:31:27.172 | INFO     | 9157 | MainThread | core.ai_diagnosis.diagnosis:__init__:148 | API Key: ms-d3532402-86de-4e6d-b60d-158e0851895d
2025-08-18 19:31:44.311 | INFO     | 17055 | MainThread | backend.api:lifespan:33 | 初始化系统资源
2025-08-18 19:31:44.311 | INFO     | 17055 | MainThread | backend.api:lifespan:33 | 初始化系统资源
2025-08-18 19:31:46.260 | INFO     | 17055 | MainThread | backend.routers.diagnosis:create_diagnosis:22 | 开始处理诊断请求: 猫本身比较肥胖，最近突然消瘦，胃口转差，继而开始出现黄疸。精神正常，胃口不好，排便少，尿液黄
2025-08-18 19:31:46.260 | INFO     | 17055 | MainThread | backend.routers.diagnosis:create_diagnosis:22 | 开始处理诊断请求: 猫本身比较肥胖，最近突然消瘦，胃口转差，继而开始出现黄疸。精神正常，胃口不好，排便少，尿液黄
2025-08-18 19:31:46.262 | INFO     | 17055 | MainThread | core.ai_diagnosis.diagnosis:__init__:146 | Model Name: ZhipuAI/GLM-4.5
2025-08-18 19:31:46.262 | INFO     | 17055 | MainThread | core.ai_diagnosis.diagnosis:__init__:146 | Model Name: ZhipuAI/GLM-4.5
2025-08-18 19:31:46.262 | INFO     | 17055 | MainThread | core.ai_diagnosis.diagnosis:__init__:147 | Base URL: https://api-inference.modelscope.cn/v1
2025-08-18 19:31:46.262 | INFO     | 17055 | MainThread | core.ai_diagnosis.diagnosis:__init__:147 | Base URL: https://api-inference.modelscope.cn/v1
2025-08-18 19:31:46.262 | INFO     | 17055 | MainThread | core.ai_diagnosis.diagnosis:__init__:148 | API Key: ms-d3532402-86de-4e6d-b60d-158e0851895d
2025-08-18 19:31:46.262 | INFO     | 17055 | MainThread | core.ai_diagnosis.diagnosis:__init__:148 | API Key: ms-d3532402-86de-4e6d-b60d-158e0851895d
2025-08-18 19:32:00.887 | INFO     | 17402 | MainThread | backend.api:lifespan:33 | 初始化系统资源
2025-08-18 19:32:00.887 | INFO     | 17402 | MainThread | backend.api:lifespan:33 | 初始化系统资源
2025-08-18 19:33:31.284 | INFO     | 17402 | MainThread | backend.routers.diagnosis:create_diagnosis:22 | 开始处理诊断请求: 1岁小博美，近几天呼吸加快，咳嗽，吃喝排便正常
2025-08-18 19:33:31.284 | INFO     | 17402 | MainThread | backend.routers.diagnosis:create_diagnosis:22 | 开始处理诊断请求: 1岁小博美，近几天呼吸加快，咳嗽，吃喝排便正常
2025-08-18 19:33:31.287 | INFO     | 17402 | MainThread | core.ai_diagnosis.diagnosis:__init__:146 | Model Name: ZhipuAI/GLM-4.5
2025-08-18 19:33:31.287 | INFO     | 17402 | MainThread | core.ai_diagnosis.diagnosis:__init__:146 | Model Name: ZhipuAI/GLM-4.5
2025-08-18 19:33:31.288 | INFO     | 17402 | MainThread | core.ai_diagnosis.diagnosis:__init__:147 | Base URL: https://api-inference.modelscope.cn/v1
2025-08-18 19:33:31.288 | INFO     | 17402 | MainThread | core.ai_diagnosis.diagnosis:__init__:147 | Base URL: https://api-inference.modelscope.cn/v1
2025-08-18 19:33:31.288 | INFO     | 17402 | MainThread | core.ai_diagnosis.diagnosis:__init__:148 | API Key: ms-d3532402-86de-4e6d-b60d-158e0851895d
2025-08-18 19:33:31.288 | INFO     | 17402 | MainThread | core.ai_diagnosis.diagnosis:__init__:148 | API Key: ms-d3532402-86de-4e6d-b60d-158e0851895d
2025-08-18 19:33:49.667 | INFO     | 19722 | MainThread | backend.api:lifespan:33 | 初始化系统资源
2025-08-18 19:33:49.667 | INFO     | 19722 | MainThread | backend.api:lifespan:33 | 初始化系统资源
2025-08-18 19:36:07.149 | INFO     | 19722 | MainThread | backend.routers.diagnosis:create_diagnosis:22 | 开始处理诊断请求: 猫咪一岁，在家突然精神差，发烧，没有呕吐，有拉稀，以前在家有吃吊兰的习惯
2025-08-18 19:36:07.149 | INFO     | 19722 | MainThread | backend.routers.diagnosis:create_diagnosis:22 | 开始处理诊断请求: 猫咪一岁，在家突然精神差，发烧，没有呕吐，有拉稀，以前在家有吃吊兰的习惯
2025-08-18 19:36:07.160 | INFO     | 19722 | MainThread | core.ai_diagnosis.diagnosis:__init__:146 | Model Name: ZhipuAI/GLM-4.5
2025-08-18 19:36:07.160 | INFO     | 19722 | MainThread | core.ai_diagnosis.diagnosis:__init__:146 | Model Name: ZhipuAI/GLM-4.5
2025-08-18 19:36:07.161 | INFO     | 19722 | MainThread | core.ai_diagnosis.diagnosis:__init__:147 | Base URL: https://api-inference.modelscope.cn/v1
2025-08-18 19:36:07.161 | INFO     | 19722 | MainThread | core.ai_diagnosis.diagnosis:__init__:147 | Base URL: https://api-inference.modelscope.cn/v1
2025-08-18 19:36:07.161 | INFO     | 19722 | MainThread | core.ai_diagnosis.diagnosis:__init__:148 | API Key: ms-d3532402-86de-4e6d-b60d-158e0851895d
2025-08-18 19:36:07.161 | INFO     | 19722 | MainThread | core.ai_diagnosis.diagnosis:__init__:148 | API Key: ms-d3532402-86de-4e6d-b60d-158e0851895d
2025-08-18 19:36:21.994 | INFO     | 22961 | MainThread | backend.api:lifespan:33 | 初始化系统资源
2025-08-18 19:36:21.994 | INFO     | 22961 | MainThread | backend.api:lifespan:33 | 初始化系统资源
2025-08-18 19:39:08.674 | INFO     | 22961 | MainThread | backend.api:lifespan:44 | 正在清理应用资源...
2025-08-18 19:39:08.674 | INFO     | 22961 | MainThread | backend.api:lifespan:44 | 正在清理应用资源...
2025-08-18 19:39:09.780 | INFO     | 26529 | MainThread | backend.api:lifespan:33 | 初始化系统资源
2025-08-18 19:39:09.780 | INFO     | 26529 | MainThread | backend.api:lifespan:33 | 初始化系统资源
2025-08-18 19:39:12.308 | INFO     | 26529 | MainThread | backend.api:lifespan:44 | 正在清理应用资源...
2025-08-18 19:39:12.308 | INFO     | 26529 | MainThread | backend.api:lifespan:44 | 正在清理应用资源...
2025-08-19 19:13:01.892 | INFO     | 10539 | MainThread | backend.api:lifespan:33 | 初始化系统资源
2025-08-19 19:13:24.197 | INFO     | 10539 | MainThread | backend.routers.diagnosis:create_diagnosis:22 | 开始处理诊断请求: 1.家养群居田园猫，14岁，公已去势，因流口水，口臭，体重下降，触诊体况消瘦，走路打摆，口腔恶臭，打开牙龈还好，贫血发白，但无明显发红炎症，牙结石严重
2025-08-19 19:13:24.199 | INFO     | 10539 | MainThread | core.ai_diagnosis.diagnosis:__init__:146 | Model Name: ZhipuAI/GLM-4.5
2025-08-19 19:13:24.199 | INFO     | 10539 | MainThread | core.ai_diagnosis.diagnosis:__init__:147 | Base URL: https://api-inference.modelscope.cn/v1
2025-08-19 19:13:24.199 | INFO     | 10539 | MainThread | core.ai_diagnosis.diagnosis:__init__:148 | API Key: ms-d3532402-86de-4e6d-b60d-158e0851895d
2025-08-19 19:13:51.507 | INFO     | 11244 | MainThread | backend.api:lifespan:33 | 初始化系统资源
2025-08-19 19:15:14.700 | INFO     | 11244 | MainThread | backend.routers.diagnosis:create_diagnosis:22 | 开始处理诊断请求: 母猫刚生完小猫1个月，6个小猫都还在吃奶，主要表现是四肢无力，站立困难，脚一直会脚背着地，但还是能正常爬走，黏膜潮红，体表温度有点发热
2025-08-19 19:15:14.703 | INFO     | 11244 | MainThread | core.ai_diagnosis.diagnosis:__init__:146 | Model Name: ZhipuAI/GLM-4.5
2025-08-19 19:15:14.703 | INFO     | 11244 | MainThread | core.ai_diagnosis.diagnosis:__init__:147 | Base URL: https://api-inference.modelscope.cn/v1
2025-08-19 19:15:14.703 | INFO     | 11244 | MainThread | core.ai_diagnosis.diagnosis:__init__:148 | API Key: ms-d3532402-86de-4e6d-b60d-158e0851895d
2025-08-19 19:15:40.008 | INFO     | 12773 | MainThread | backend.api:lifespan:33 | 初始化系统资源
2025-08-19 19:16:23.884 | INFO     | 12773 | MainThread | backend.routers.diagnosis:create_diagnosis:22 | 开始处理诊断请求: 七个月的小狗断断续续呕吐，两天前无食欲呕吐黄色液体，会表现出祈祷姿势。
2025-08-19 19:16:23.886 | INFO     | 12773 | MainThread | core.ai_diagnosis.diagnosis:__init__:146 | Model Name: ZhipuAI/GLM-4.5
2025-08-19 19:16:23.886 | INFO     | 12773 | MainThread | core.ai_diagnosis.diagnosis:__init__:147 | Base URL: https://api-inference.modelscope.cn/v1
2025-08-19 19:16:23.886 | INFO     | 12773 | MainThread | core.ai_diagnosis.diagnosis:__init__:148 | API Key: ms-d3532402-86de-4e6d-b60d-158e0851895d
2025-08-19 19:16:47.732 | INFO     | 13730 | MainThread | backend.api:lifespan:33 | 初始化系统资源
2025-08-19 19:17:34.129 | INFO     | 13730 | MainThread | backend.routers.diagnosis:create_diagnosis:22 | 开始处理诊断请求: 三花五岁，生过三窝，散养，疫苗第一年打过两针。主诉过年期间家里人多，怀疑受到应激后到现在一直不吃不喝，消瘦，原来8斤，现在4斤，体温39.4。皮肤黏膜发黄。
2025-08-19 19:17:34.131 | INFO     | 13730 | MainThread | core.ai_diagnosis.diagnosis:__init__:146 | Model Name: ZhipuAI/GLM-4.5
2025-08-19 19:17:34.131 | INFO     | 13730 | MainThread | core.ai_diagnosis.diagnosis:__init__:147 | Base URL: https://api-inference.modelscope.cn/v1
2025-08-19 19:17:34.131 | INFO     | 13730 | MainThread | core.ai_diagnosis.diagnosis:__init__:148 | API Key: ms-d3532402-86de-4e6d-b60d-158e0851895d
2025-08-19 19:18:03.337 | INFO     | 14805 | MainThread | backend.api:lifespan:33 | 初始化系统资源
2025-08-19 19:19:03.756 | INFO     | 14805 | MainThread | backend.routers.diagnosis:create_diagnosis:22 | 开始处理诊断请求: 四个月小狗，晚上刚到家，到家后吃了点粮一口气喝了三百毫升水，之后兴奋的一直蹦跳转圈，半小时后睡觉，突发呕吐
2025-08-19 19:19:03.759 | INFO     | 14805 | MainThread | core.ai_diagnosis.diagnosis:__init__:146 | Model Name: ZhipuAI/GLM-4.5
2025-08-19 19:19:03.759 | INFO     | 14805 | MainThread | core.ai_diagnosis.diagnosis:__init__:147 | Base URL: https://api-inference.modelscope.cn/v1
2025-08-19 19:19:03.759 | INFO     | 14805 | MainThread | core.ai_diagnosis.diagnosis:__init__:148 | API Key: ms-d3532402-86de-4e6d-b60d-158e0851895d
2025-08-19 19:19:36.356 | INFO     | 16109 | MainThread | backend.api:lifespan:33 | 初始化系统资源
2025-08-19 19:23:17.750 | INFO     | 16109 | MainThread | backend.routers.diagnosis:create_diagnosis:85 | 开始处理诊断请求: 1.家养群居田园猫，14岁，公已去势，因流口水，口臭，体重下降，触诊体况消瘦，走路打摆，口腔恶臭，打开牙龈还好，贫血发白，但无明显发红炎症，牙结石严重
2025-08-19 19:23:17.754 | INFO     | 16109 | MainThread | core.ai_diagnosis.herb_diagnosis:__init__:192 | Model Name: ZhipuAI/GLM-4.5
2025-08-19 19:23:17.754 | INFO     | 16109 | MainThread | core.ai_diagnosis.herb_diagnosis:__init__:193 | Base URL: https://api-inference.modelscope.cn/v1
2025-08-19 19:23:17.754 | INFO     | 16109 | MainThread | core.ai_diagnosis.herb_diagnosis:__init__:194 | API Key: ms-d3532402-86de-4e6d-b60d-158e0851895d
2025-08-19 19:23:47.688 | INFO     | 21790 | MainThread | backend.api:lifespan:33 | 初始化系统资源
2025-08-19 19:24:22.213 | INFO     | 21790 | MainThread | backend.routers.diagnosis:create_diagnosis:85 | 开始处理诊断请求: 母猫刚生完小猫1个月，6个小猫都还在吃奶，主要表现是四肢无力，站立困难，脚一直会脚背着地，但还是能正常爬走，黏膜潮红，体表温度有点发热
2025-08-19 19:24:22.216 | INFO     | 21790 | MainThread | core.ai_diagnosis.herb_diagnosis:__init__:192 | Model Name: ZhipuAI/GLM-4.5
2025-08-19 19:24:22.216 | INFO     | 21790 | MainThread | core.ai_diagnosis.herb_diagnosis:__init__:193 | Base URL: https://api-inference.modelscope.cn/v1
2025-08-19 19:24:22.216 | INFO     | 21790 | MainThread | core.ai_diagnosis.herb_diagnosis:__init__:194 | API Key: ms-d3532402-86de-4e6d-b60d-158e0851895d
2025-08-19 19:24:53.064 | INFO     | 23139 | MainThread | backend.api:lifespan:33 | 初始化系统资源
2025-08-19 19:25:22.194 | INFO     | 23139 | MainThread | backend.routers.diagnosis:create_diagnosis:85 | 开始处理诊断请求: 七个月的小狗断断续续呕吐，两天前无食欲呕吐黄色液体，会表现出祈祷姿势。
2025-08-19 19:25:22.196 | INFO     | 23139 | MainThread | core.ai_diagnosis.herb_diagnosis:__init__:192 | Model Name: ZhipuAI/GLM-4.5
2025-08-19 19:25:22.196 | INFO     | 23139 | MainThread | core.ai_diagnosis.herb_diagnosis:__init__:193 | Base URL: https://api-inference.modelscope.cn/v1
2025-08-19 19:25:22.197 | INFO     | 23139 | MainThread | core.ai_diagnosis.herb_diagnosis:__init__:194 | API Key: ms-d3532402-86de-4e6d-b60d-158e0851895d
2025-08-19 19:25:41.168 | INFO     | 24115 | MainThread | backend.api:lifespan:33 | 初始化系统资源
2025-08-19 19:26:43.009 | INFO     | 24115 | MainThread | backend.routers.diagnosis:create_diagnosis:85 | 开始处理诊断请求: 三花五岁，生过三窝，散养，疫苗第一年打过两针。主诉过年期间家里人多，怀疑受到应激后到现在一直不吃不喝，消瘦，原来8斤，现在4斤，体温39.4。皮肤黏膜发黄。
2025-08-19 19:26:43.012 | INFO     | 24115 | MainThread | core.ai_diagnosis.herb_diagnosis:__init__:192 | Model Name: ZhipuAI/GLM-4.5
2025-08-19 19:26:43.012 | INFO     | 24115 | MainThread | core.ai_diagnosis.herb_diagnosis:__init__:193 | Base URL: https://api-inference.modelscope.cn/v1
2025-08-19 19:26:43.012 | INFO     | 24115 | MainThread | core.ai_diagnosis.herb_diagnosis:__init__:194 | API Key: ms-d3532402-86de-4e6d-b60d-158e0851895d
2025-08-19 19:27:04.817 | INFO     | 25830 | MainThread | backend.api:lifespan:33 | 初始化系统资源
2025-08-19 19:27:49.825 | INFO     | 25830 | MainThread | backend.routers.diagnosis:create_diagnosis:85 | 开始处理诊断请求: 4.四个月小狗，晚上刚到家，到家后吃了点粮一口气喝了三百毫升水，之后兴奋的一直蹦跳转圈，半小时后睡觉，突发呕吐
2025-08-19 19:27:49.828 | INFO     | 25830 | MainThread | core.ai_diagnosis.herb_diagnosis:__init__:192 | Model Name: ZhipuAI/GLM-4.5
2025-08-19 19:27:49.828 | INFO     | 25830 | MainThread | core.ai_diagnosis.herb_diagnosis:__init__:193 | Base URL: https://api-inference.modelscope.cn/v1
2025-08-19 19:27:49.828 | INFO     | 25830 | MainThread | core.ai_diagnosis.herb_diagnosis:__init__:194 | API Key: ms-d3532402-86de-4e6d-b60d-158e0851895d
2025-08-19 19:28:15.169 | INFO     | 27290 | MainThread | backend.api:lifespan:33 | 初始化系统资源
2025-08-20 10:23:25.871 | INFO     | 27290 | MainThread | backend.api:lifespan:44 | 正在清理应用资源...
2025-08-22 20:10:45.510 | INFO     | 81031 | MainThread | backend.api:lifespan:46 | 初始化系统资源
2025-08-22 20:10:45.510 | INFO     | 81031 | MainThread | backend.api:lifespan:46 | 初始化系统资源
2025-08-22 20:12:22.785 | INFO     | 81031 | MainThread | backend.api:lifespan:57 | 正在清理应用资源...
2025-08-22 20:12:22.785 | INFO     | 81031 | MainThread | backend.api:lifespan:57 | 正在清理应用资源...
2025-08-22 20:12:24.393 | INFO     | 82446 | MainThread | backend.api:lifespan:46 | 初始化系统资源
2025-08-22 20:12:24.393 | INFO     | 82446 | MainThread | backend.api:lifespan:46 | 初始化系统资源
2025-08-22 20:12:32.796 | INFO     | 82446 | MainThread | backend.api:lifespan:57 | 正在清理应用资源...
2025-08-22 20:12:32.796 | INFO     | 82446 | MainThread | backend.api:lifespan:57 | 正在清理应用资源...
2025-08-22 20:12:34.620 | INFO     | 82606 | MainThread | backend.api:lifespan:46 | 初始化系统资源
2025-08-22 20:12:34.620 | INFO     | 82606 | MainThread | backend.api:lifespan:46 | 初始化系统资源
2025-08-22 20:13:54.018 | INFO     | 82606 | MainThread | backend.api:lifespan:57 | 正在清理应用资源...
2025-08-22 20:13:54.018 | INFO     | 82606 | MainThread | backend.api:lifespan:57 | 正在清理应用资源...
2025-08-22 20:13:55.563 | INFO     | 83731 | MainThread | backend.api:lifespan:46 | 初始化系统资源
2025-08-22 20:13:55.563 | INFO     | 83731 | MainThread | backend.api:lifespan:46 | 初始化系统资源
2025-08-22 20:14:19.597 | INFO     | 83731 | MainThread | backend.api:lifespan:57 | 正在清理应用资源...
2025-08-22 20:14:19.597 | INFO     | 83731 | MainThread | backend.api:lifespan:57 | 正在清理应用资源...
2025-08-22 20:14:20.947 | INFO     | 84105 | MainThread | backend.api:lifespan:46 | 初始化系统资源
2025-08-22 20:14:20.947 | INFO     | 84105 | MainThread | backend.api:lifespan:46 | 初始化系统资源
2025-08-22 20:14:30.510 | INFO     | 84105 | MainThread | backend.api:lifespan:57 | 正在清理应用资源...
2025-08-22 20:14:30.510 | INFO     | 84105 | MainThread | backend.api:lifespan:57 | 正在清理应用资源...
2025-08-22 20:14:31.806 | INFO     | 84263 | MainThread | backend.api:lifespan:46 | 初始化系统资源
2025-08-22 20:14:31.806 | INFO     | 84263 | MainThread | backend.api:lifespan:46 | 初始化系统资源
2025-08-22 20:14:40.752 | INFO     | 84263 | MainThread | backend.api:lifespan:57 | 正在清理应用资源...
2025-08-22 20:14:40.752 | INFO     | 84263 | MainThread | backend.api:lifespan:57 | 正在清理应用资源...
2025-08-22 20:14:41.997 | INFO     | 84409 | MainThread | backend.api:lifespan:46 | 初始化系统资源
